93,88,18579,26408,22376,20465,3927,4381,4883,4124,0
80,88,10069,24757,5235,31064,8798,2638,5467,4068,0
69,87,128890,25045,12399,3440,635,4097,3241,4491,0
61,88,6293,21711,13276,60385,7053,7163,5547,5103,0
83,77,108783,53727,21068,8200,10828,9155,4798,5985,0
100,61,15292,10513,2683,4763,4003,5165,2961,7398,0
67,77,30839,27847,8446,5805,6869,3814,8237,2724,0
48,69,50369,158407,9740,13938,8989,8415,6131,3851,0
41,43,653385,225307,50444,6700,3840,6314,9957,5669,0
37,50,138055,10623,7053,7343,1382,1778,1593,1107,0
53,57,435654,72672,10630,44507,20013,9881,6911,3193,0
54,53,170700,59969,3163,6510,4814,5132,7715,2738,0
70,66,78074,55631,74173,32306,12700,8276,7725,4580,0
64,75,137277,48812,4390,5598,8247,3755,4172,3881,0
54,70,91432,22918,29176,30385,8240,5539,3535,3339,0
70,81,39226,21168,5868,14007,4451,6073,4347,3316,0
90,67,39667,10858,2059,2324,9098,4308,5507,4140,0
93,56,268342,67526,4489,12769,3994,8179,3360,2029,0
93,61,37214,27542,13959,18582,7771,7263,8384,5300,0
96,67,37124,16816,12940,15609,16212,8948,5427,2954,0
90,69,145614,34215,1594,34970,3549,4832,4745,2214,0
90,69,19500,17894,3495,17456,6762,5235,2917,2256,0
83,81,9397,9299,7092,19707,2090,5748,2381,2156,0
91,81,25911,25442,19585,12561,5434,9975,2253,2688,0
97,81,17109,19420,18560,7085,8487,10560,7403,1307,0
90,66,93772,27231,8178,19509,12493,6058,5932,2271,0
84,57,62426,64702,13759,5704,9338,9189,7955,3835,0
88,64,230030,16530,3552,19066,3336,8352,2244,1647,0
16,47,38850,241684,8673,16877,4462,5474,7603,2973,0
54,41,59569,59557,19017,5891,4164,7862,3813,2570,0
96,75,67373,20891,9880,16015,3617,9271,7625,4709,0
100,67,19558,12399,2866,7900,5406,13393,9237,1725,0
100,77,20831,5645,12332,16933,4318,15427,2927,2612,0
100,70,87834,28726,3929,15732,4255,10694,10063,6197,0
100,69,24891,37834,5203,22872,5223,5020,3289,6985,0
78,66,194873,26501,17560,2204,4838,5069,6060,4349,0
53,63,80960,135156,22469,16719,7775,3328,4112,8336,0
26,50,71530,84599,2818,8111,6915,5760,5014,3046,0
24,43,79284,199186,8422,18606,13821,8385,10863,3092,0
37,43,73002,135999,8357,30784,7750,10545,4460,4428,0
17,41,68797,274444,2352,13429,12047,8057,4354,2582,0
27,53,151780,45046,18709,14898,8213,9298,5635,4631,0
44,64,107187,22566,22389,22453,3505,7383,4421,3707,0
47,80,181858,26008,9859,8883,3082,1502,635,490,0
53,74,266634,45813,18479,4352,5193,5785,3880,5487,0
84,57,45737,13340,3064,6423,10030,20950,4783,3274,0
87,44,65534,79986,2293,3357,4795,7963,6226,1815,0
70,44,6946,47232,3544,8822,5741,2530,5177,4690,0
61,57,4857,28840,2822,2785,5948,6092,3086,3406,0
51,63,18232,36730,14630,29451,5071,4111,4325,3256,0
69,69,249544,17174,14250,13154,5517,6774,5321,1919,0
56,63,111154,35663,8094,18252,8664,3002,15557,1622,0
69,69,23260,8964,3569,6867,2922,4405,1723,2497,0
60,60,61841,44411,9204,1500,6363,16786,7524,3014,0
57,78,51361,50983,21207,11260,7033,4796,3416,3447,0
57,67,113883,29079,4983,4753,5034,6918,10674,5178,0
57,61,13959,81727,9762,18408,2590,10276,3806,4978,0
53,53,171332,79443,12380,19787,9675,13192,6987,5914,0
56,63,27234,23050,3964,84920,8473,8570,10036,3176,0
64,67,23325,11051,3137,6612,5582,4697,8869,4594,0
56,84,14603,11566,5704,47800,4631,9213,7071,4981,0
56,87,16175,52911,11903,45004,5439,7957,3166,5705,0
44,87,447452,119550,36431,34292,3660,11558,7542,4200,0
30,66,408562,32935,61246,38144,13112,10219,6612,5070,0
23,60,500104,68501,13076,2877,4042,2228,2890,502,0
35,61,616095,26330,9818,1566,9373,7237,2255,1110,0
41,61,660308,41884,10157,11756,7336,5479,3238,3436,0
44,60,40275,21842,18098,35603,5493,8084,5737,6093,0
50,70,13879,32382,28065,7900,7156,2894,1270,2773,0
48,70,36579,44057,16729,7579,15015,4832,3355,3173,0
53,61,79471,26344,9000,4848,9385,6678,2231,3986,0
69,64,30694,16558,7381,13485,3994,7029,5066,3371,0
63,67,9747,46340,3888,24997,3449,6979,3338,4470,0
66,70,5503,10430,5295,4653,4498,4459,3618,3531,0
61,67,26525,22677,5645,4170,2548,4697,6394,4320,0
47,50,355737,71392,6129,9458,451,5519,2499,945,0
50,50,1750581,160276,58218,74520,74951,44082,4953,3786,0
48,53,311931,20402,21086,2540,5173,4787,1054,984,0
47,64,295715,26391,10528,84647,45847,6044,6694,3874,0
64,80,45744,28854,7776,13385,2321,3499,7057,2659,0
64,78,12526,22652,14031,13576,7314,10027,5556,4611,0
60,63,96950,24378,5724,2395,7329,5108,3544,2761,0
57,63,80562,17258,6825,13659,3130,5272,2631,4065,0
57,53,244511,72135,10172,5138,9393,6024,2743,5573,0
37,48,184488,162362,80246,36337,13722,11470,3616,5045,0
44,54,147080,11469,3896,9416,2330,7090,3614,4293,0
29,48,839097,194417,28667,8799,9533,8335,2754,3394,0
47,54,21648,19236,5581,4420,4014,5020,1489,3538,0
57,41,14786,24181,1590,1801,9444,3946,1541,1172,0
50,27,6894,26397,982,2911,3746,3428,3075,1283,0
41,11,654526,359763,1472,4618,11326,5209,5090,6786,0
34,10,23100,48762,9786,4968,6715,4666,5621,5514,0
27,34,10421,22384,26041,68567,9149,8630,3795,2149,0
26,38,32548,18327,3115,3107,11176,2479,2286,4301,0
54,66,21136,41081,10292,7651,7963,9489,3045,5330,0
67,60,48761,10837,7247,5028,11167,7863,2320,5394,0
47,78,21496,36815,12874,52715,3085,4598,4749,3491,0
35,64,105239,125006,3411,7166,4305,3692,5596,2915,0
37,30,143070,23027,2729,8660,6553,12991,4256,2202,0
54,47,33500,14852,5104,10790,8384,6529,1988,5083,0
64,53,52248,12813,9836,10060,15138,3562,11775,2487,0
69,64,169653,39421,7142,3738,7282,8831,3084,4526,0
53,56,95162,49446,5175,21510,1680,5576,4223,2165,0
37,50,340283,62467,14275,4141,5581,2071,3041,1745,0
47,56,122948,15914,2642,11751,7151,4390,2930,3430,0
60,53,29922,14350,8194,9037,11331,8962,4239,4230,0
47,48,148864,304605,112156,51490,22286,13240,3881,2593,0
24,40,205869,125225,3992,6991,4186,1382,907,566,0
16,50,114682,22136,5857,3768,3224,2917,2149,711,0
0,0,0,0,0,0,0,0,0,0,0
17,66,518720,215376,130871,64128,58441,29014,9883,10233,0
20,75,975997,43551,14509,25539,10017,5343,1668,1578,0
34,81,272676,35196,31074,8899,9857,5747,3587,1113,0
35,93,974613,36840,55195,73258,43613,14657,3899,2703,0
43,77,1133539,8402,13349,6058,4158,1786,1549,445,0
35,61,1169532,133168,25505,17435,31990,11879,3455,1655,0
26,30,253550,96144,5223,7590,9389,3348,2399,739,0
3,29,2058634,280623,6859,110309,58599,22918,5072,11445,0
14,43,819484,9926,313,3835,1570,1055,504,256,0
50,47,798611,110285,10256,5729,8800,17571,2071,1356,0
69,47,909810,18281,4744,7300,7139,7842,1723,1074,0
64,38,140809,62668,461,12208,9891,4018,3796,957,0
60,35,499829,236442,58915,180030,124621,78260,36739,26411,0
48,50,106652,71059,9351,20871,4260,4771,2929,2150,0
47,48,692862,140694,43790,21046,33705,49554,7564,3948,0
51,61,687211,115514,3979,62842,18168,13656,5063,5941,0
48,67,780431,36425,42025,14163,10877,11771,5973,2778,0
41,60,714293,69646,3557,10799,2290,7555,1886,1659,0
44,54,19950,83148,25740,15265,16876,10320,4936,2812,0
56,75,55923,42290,17264,66814,16534,28679,10623,2757,0
63,84,113349,7298,11324,2764,5923,2615,3108,637,0
34,93,759524,113616,193088,52151,13786,10319,16427,3861,0
43,87,102367,44137,17538,37017,16785,22261,4225,6029,0
43,77,106402,114804,46998,28364,10931,13282,10243,3237,0
38,57,177819,85914,29550,9627,22789,13913,6811,3725,0
60,83,336382,52496,4348,72817,15568,15476,7066,8698,0
53,80,1050115,93294,27039,92423,29328,28100,9100,8248,0
43,81,597617,44922,9306,4035,5708,2642,1690,534,0
30,67,332303,207829,34206,36214,29580,14574,5225,8235,0
56,69,1041372,142606,36243,70771,129936,73409,65882,31890,0
56,51,692031,252108,2217,8361,25050,9778,5990,1500,0
64,70,362329,52528,5897,55142,11324,17273,8072,2743,0
50,69,317855,66622,14078,8029,13287,4960,3025,2101,0
26,63,704050,338340,9934,13319,25185,11806,10488,4224,0
43,44,558916,129599,21859,22353,68137,74341,36045,7131,0
61,53,80671,36725,31910,17462,25883,23194,8267,4959,0
67,47,246661,14499,5437,8039,4850,4496,1004,1472,0
48,78,573815,101197,3986,4282,11957,4546,2255,371,0
38,74,182158,44177,7963,20331,27867,5190,4096,2261,0
37,64,344123,85252,26054,37707,7491,9538,2540,1725,0
53,80,92121,201905,72065,196122,233732,170134,57004,43820,0
40,87,68145,28354,13807,29124,3424,7909,6412,5593,0
47,90,254099,32566,31713,10326,9608,15951,5559,2166,0
53,100,144158,42788,25723,40538,20647,13277,4662,5504,0
64,90,68856,50491,11728,5872,7604,12997,5391,1505,0
44,60,70696,107434,34256,22811,17733,12250,3122,2188,0
61,47,27912,28400,13354,9497,28317,24397,10367,3245,0
81,63,19596,15582,6615,12781,10698,13145,5507,2329,0
63,100,56436,9817,16786,27849,7953,8078,2827,869,0
61,83,984037,177903,48281,64269,17766,26877,2778,5839,0
11,84,55351,8521,6651,1081,953,318,261,470,0
21,69,27419,53705,23941,13064,11438,14241,10101,6354,0
35,87,71667,38141,21858,72830,10777,11192,12804,4650,0
56,67,490951,136235,25977,12735,52269,11403,10494,4765,0
53,61,512505,134967,14018,28932,21746,20444,13773,12445,0
61,63,595211,41006,13254,14548,19089,17186,11398,9787,0
48,56,492149,91625,27533,35180,21218,14809,7534,2832,0
48,61,264657,26947,8835,5642,8854,4474,4177,1217,0
35,43,1125303,212118,8221,7574,19852,16441,2311,3032,0
35,63,30968,62408,27178,6374,18651,11267,7594,3299,0
69,96,20623,3268,73473,20028,20365,8240,6795,9164,0
69,90,28756,47000,24308,6862,6139,18951,3898,6241,0
48,57,22960,57808,14879,23477,7393,6706,12240,1545,0
64,54,73448,24715,9442,7530,11097,16472,5697,4623,0
66,61,113242,71813,28635,14295,9937,12859,19040,3932,0
47,63,124895,102201,39835,14679,16754,12770,8065,13056,0
48,57,906453,134222,5257,28959,25093,14839,3334,4371,0
40,51,11970,73506,17684,13880,15963,7631,4074,5774,0
29,57,47424,58840,35411,36263,3541,5739,7162,3756,0
21,56,1336739,105379,15289,8089,10365,5228,3001,1803,0
23,23,53127,70537,20316,18275,27344,11374,11007,5246,0
47,23,1023963,21021,2821,4197,2954,7880,2511,628,0
43,41,109432,100462,9380,29689,23281,10010,2190,454,0
35,40,114241,12477,638,2561,3831,5818,970,453,0
81,69,39179,46224,52813,15395,9471,14551,3224,3097,0
60,78,174605,100923,18754,23422,6110,10585,3318,2094,0
60,78,515820,117980,27489,31986,8263,5918,1792,1043,0
47,56,1772218,19873,2658,10961,5639,1978,384,326,0
43,50,287807,36167,9385,48632,8663,11473,2509,2335,0
56,78,226765,48342,14492,38659,22383,25937,5427,5374,0
48,94,286133,44920,9529,110439,22743,9027,3981,10203,0
17,100,77849,38713,89573,60351,13184,9006,7240,3337,0
43,100,29106,11172,5336,8527,2901,2734,1796,475,0
47,100,151099,8192,3854,12262,3859,2537,740,829,0
56,83,31940,106721,25704,61983,44212,20327,5811,2153,0
51,70,55340,41197,4102,18601,12684,10359,5649,3453,0
48,80,23227,29543,33350,37087,25755,7479,3689,3016,0
87,66,39892,71434,12925,47809,22567,10275,7194,5027,0
21,48,74950,47108,5388,881,1940,1748,715,632,0
16,53,270557,107836,26640,99960,12415,11286,6682,3027,0
37,54,283652,51555,8374,3858,25681,17496,4484,2758,0
60,53,68579,118067,9257,28930,15002,21625,4468,1599,0
47,64,83822,28126,7874,7069,3273,3623,965,1590,0
63,67,440637,25735,18079,4939,14291,8567,5710,1155,0
51,51,536164,235911,22807,15241,31470,16500,6151,2314,0
41,60,69872,99402,33388,23644,30146,15740,2331,3085,0
51,90,42997,37696,8721,19830,3076,7939,2976,1692,0
56,88,42447,15635,28740,45153,29719,14007,6403,1815,0
57,78,37681,40184,9521,33069,8157,8080,6823,6970,0
44,87,98232,48390,51715,54157,15783,7101,2435,6073,0
48,80,93898,74039,17279,10452,14919,16711,4580,2664,0
64,80,82448,8476,21429,17136,18539,15657,5912,5192,0
50,56,154646,25491,13226,48870,20784,9236,4906,1823,0
37,48,44228,27592,5561,6796,3947,3124,1257,1043,0
66,54,274084,54679,27174,13247,31190,16067,5169,3085,0
64,75,64969,21444,17083,21253,15987,5761,4766,2386,0
69,54,87367,77703,2706,13567,7142,16445,3560,2531,0
81,61,72482,19314,5768,24580,15722,13758,7391,2420,0
74,53,623827,89497,12601,9458,10839,6652,5749,9718,0
64,66,18701,28107,20066,19319,21190,6361,7447,5064,0
53,77,90309,11586,28038,51947,22194,12432,3845,4262,0
61,84,58970,52347,22157,19834,27686,12377,3093,1872,0
80,78,164254,22919,13717,13090,25112,28385,6432,3900,0
78,80,134098,32916,61684,22280,16544,11691,5248,1837,0
47,51,7371,107407,15486,65814,14560,15766,3845,2011,0
44,50,702488,91485,13647,17802,12161,12982,4416,5852,0
60,61,569651,371661,52353,224599,167982,102581,36534,19603,0
60,61,1192874,14181,5541,3533,3789,1227,735,300,0
60,66,19043,13156,7408,15127,9460,3037,4709,1707,0
56,70,28051,39128,49168,23317,13459,13058,3328,3740,0
56,77,33082,39011,17836,26043,24639,10702,2619,3138,0
74,83,533720,114303,17493,27280,17147,25918,3916,5795,0
81,75,87615,16722,25965,43108,35105,11819,9539,4143,0
74,77,16615,63252,36500,17030,11347,6452,3140,3359,0
61,84,15392,33926,17121,47411,22073,8629,9359,3619,0
57,77,106914,21455,10164,3082,3003,3527,909,464,0
60,78,22313,45048,15209,36054,5763,5917,2979,3158,0
56,75,21585,19681,28967,17327,14354,17239,2263,1481,0
51,54,280100,67551,18231,2335,5008,6150,3027,1113,0
61,61,85483,38766,22110,19364,7036,7811,2640,2520,0
54,56,952132,316830,33607,12508,23599,8395,3456,2817,0
66,63,71736,40000,21544,11362,5110,17153,4347,4504,0
63,53,280198,86518,35558,16423,22344,8090,5863,3085,0
51,53,9944,97786,53666,6168,14708,10582,4754,1265,0
47,70,72956,9260,6655,10855,6339,1435,501,519,0
56,56,192443,30712,22315,10532,9987,21241,3470,3183,0
57,77,25899,8069,25749,32039,11398,9425,2276,4525,0
67,84,151299,83641,42876,66131,16553,6510,5002,2321,0
57,77,564147,141656,71582,35663,44946,26487,7469,4431,0
57,75,76692,20799,9731,3420,5283,2051,5779,1580,0
60,64,763140,60947,33730,36010,26734,13016,7365,4285,0
80,67,650587,13128,4255,6529,4818,6475,1877,1307,0
80,81,125194,26088,18376,26520,11012,12311,3795,4765,0
57,70,1099080,75245,7975,9807,5466,6811,9639,2366,0
48,60,233828,246783,49058,14791,24400,18606,7802,9166,0
63,37,110064,30360,7579,8661,4882,3110,796,1279,0
74,67,188384,72797,64514,10515,23185,11497,2250,2677,0
60,70,28046,4953,6668,967,5533,1498,1116,360,0
61,66,41222,17499,2301,7609,4527,2509,799,660,0
61,69,68356,118572,10701,18512,7526,22653,6102,2725,0
57,61,160492,121630,48927,9990,81284,14542,2940,3175,0
50,56,1712746,56008,111402,29612,29933,29498,6031,4530,0
0,0,0,0,0,0,0,0,0,0,0
38,30,98049,35177,13851,7306,6586,3395,2347,1980,0
40,13,179046,57686,10074,10052,5100,5204,884,607,0
47,67,197860,32178,28635,9743,4283,2220,1256,227,0
44,60,320203,25358,11787,10892,3796,4711,3194,1358,0
50,54,40326,11905,4546,9072,4149,5703,4174,3810,0
80,60,5444,1909,4009,4634,5646,6723,4861,2717,0
88,27,680220,113422,9906,5346,3991,8864,7547,6178,0
83,30,10912,10250,3011,6715,3675,5180,5993,8128,0
44,24,203110,60955,11640,8705,5922,2052,994,2665,0
29,40,242898,17740,4993,2276,1891,1158,926,639,0
41,53,71185,60428,18248,2729,9287,7062,3123,1501,0
30,30,281264,30974,5670,1447,2702,2724,1053,668,0
24,24,135105,46622,9496,8858,10175,3763,1656,1543,0
26,24,516128,20305,5201,4292,3281,2173,815,735,0
26,20,559030,105302,19769,10298,17001,11942,8461,7179,0
51,16,16511,7982,3626,748,6494,5565,7845,2447,0
44,4,142523,106030,14417,12048,12982,6105,805,556,0
37,35,2028924,98081,33295,3477,8518,8018,6064,7338,0
1,50,3440562,202052,87250,15731,9499,7822,5390,5682,0
27,53,92465,10153,14280,5922,10358,14098,4526,6740,0
41,69,163296,45969,19634,24151,6368,5437,2439,1286,0
56,64,11860,44796,5474,12413,4488,6128,4260,8604,0
40,43,60817,129985,9294,17403,12732,5361,4060,5763,0
11,29,222385,7349,2379,1123,969,916,368,515,0
7,21,225032,60940,12123,3047,6876,4252,3187,669,0
48,41,19824,6747,8266,24896,14172,11073,9923,4522,0
70,54,80457,8051,4722,1990,6443,6669,3107,3728,0
60,41,266840,179151,13904,10510,10595,8629,1788,818,0
37,21,138485,57389,16425,4015,4270,3387,1082,748,0
1,14,1973625,229363,23219,24359,14097,12966,2789,5227,0
35,11,103263,41192,2686,3373,2642,3005,584,1082,0
16,10,1986018,520298,58993,26115,21445,22156,8040,5091,0
16,1,264750,61811,6465,4223,15329,5203,1049,589,0
17,3,3840,6026,2663,2559,3387,2777,2389,1886,0
56,23,163648,28979,1820,3667,3982,2840,1255,1351,0
13,23,103011,27942,4909,7389,2862,591,255,292,0
4,26,134817,17546,2286,2316,1475,681,486,241,0
23,27,8062,4502,990,3772,3434,3328,2874,2838,0
20,7,26029,95451,5506,1286,6453,2150,276,475,0
21,23,487860,43906,14187,7702,4531,2114,447,365,0
47,35,118800,5094,1157,3867,3613,2879,1974,1933,0
43,47,27976,7766,1770,11706,4597,6014,6432,4395,0
43,37,164202,68402,3217,9624,4596,1058,1385,281,0
26,16,57431,22468,753,1456,2295,1661,1246,435,0
16,35,61748,19214,3587,1216,1570,1155,450,510,0
3,30,2223238,1231124,129497,21887,40740,10265,7035,3782,0
1,13,1788188,489730,74913,65062,43589,26385,13707,9924,0
1,47,789771,71474,38177,15757,15908,2881,1747,901,0
16,70,136217,18719,11153,5600,2133,1823,1020,766,0
43,34,300943,57996,5382,12694,1989,1837,1103,1153,0
21,34,71788,22544,1475,2449,1910,1296,793,476,0
64,54,139765,22703,2107,2068,2047,1767,1333,1159,0
77,70,10802,12984,11765,1298,3736,4370,3065,3918,0
40,77,75122,7337,9413,2928,1319,2195,3026,692,0
47,69,5183,8129,4190,2752,2794,5821,3366,2292,0
53,74,464605,80526,21781,7741,7478,3107,1362,2543,0
47,47,268884,295665,72433,17027,12477,10924,6274,3260,0
88,51,1863,1545,1928,1301,2495,5492,3036,2405,0
100,67,989,3063,1609,4458,1567,5729,5028,4156,0
100,66,2133,3052,3714,3265,4668,8972,4048,3001,0
100,74,2919,381,2620,2743,3699,4251,2328,1634,0
100,30,5131,4484,695,1716,2157,5786,3177,2656,0
100,17,1368,2592,1221,675,2366,2842,1766,4622,0
100,44,9782,2193,1276,2557,2934,5987,4350,3323,0
100,61,3630,3252,6374,2715,3335,4544,1167,2135,0
93,87,5565,2517,3422,6291,3975,4590,3591,2487,0
75,78,48454,17476,3342,1787,1841,858,720,641,0
38,54,69227,11438,1101,1403,688,583,159,183,0
16,47,42795,17393,6905,1188,2511,1011,514,564,0
20,35,213734,80818,9769,6926,4576,4826,2156,2614,0
47,34,14924,4798,1164,1592,603,9526,2573,2791,0
47,27,99531,40497,5978,2677,1286,733,563,444,0
54,50,104285,4763,8145,2309,4378,2157,1067,1021,0
48,69,44622,4162,8853,6603,5248,10928,4481,6774,0
48,35,22957,29131,1407,401,2194,1005,931,817,0
26,14,89715,8721,10810,2440,3824,5070,5434,5099,0
26,7,40062,25348,1547,803,920,1103,636,325,0
21,54,947168,57739,38358,2596,12652,2687,3874,1736,0
11,44,148017,92358,24776,6705,11416,8836,5527,4884,0
38,75,256547,72876,7712,11332,7482,2865,845,722,0
51,64,49378,13472,1832,574,702,2947,1724,894,0
30,40,100393,94965,5792,6110,6006,3002,1243,870,0
30,35,3164038,238930,28447,22967,38258,15501,13826,5682,0
57,44,2921,16550,2602,423,3056,15598,6894,6256,0
50,50,64080,25394,4667,1941,119,757,2172,709,0
38,44,75207,10962,1089,4789,2524,981,448,420,0
16,53,69814,37669,16427,16105,5658,1539,1592,2043,0
26,80,103709,9639,2222,1816,2765,733,1133,387,0
44,78,97379,6865,5249,5382,4542,3994,1729,3211,0
34,47,101755,15226,4612,1832,1560,782,810,314,0
20,40,176068,26727,2671,3249,1734,291,277,399,0
3,41,141286,16116,3604,581,1817,911,290,154,0
1,30,84301,26786,2671,1648,3798,484,207,182,0
1,40,22645,46605,15224,5056,3572,1020,900,1109,0
13,30,28130,61545,3846,1801,1773,1563,449,251,0
57,38,96250,13405,5580,3352,4571,7376,10233,3337,0
34,40,87567,14613,1179,1119,2739,345,274,170,0
35,37,33836,7857,1359,3584,2906,5939,3465,4069,0
53,38,11190,7972,4390,5162,6064,19734,6085,6708,0
70,54,62865,132602,32644,2540,15090,2797,1781,1937,0
7,54,64913,14863,6024,924,1122,617,194,201,0
7,53,101291,178775,28262,5464,11911,2818,1512,2361,0
3,63,1642615,327162,129241,77098,84603,14050,8693,7061,0
1,56,27910,24231,3280,1040,2695,463,179,487,0
10,43,124856,86097,12401,3125,28923,16559,41557,12648,0
17,34,93220,31513,4452,4616,3996,2945,2137,1504,0
13,27,270398,138878,8394,7638,11381,1303,1823,1426,0
38,41,31062,19083,1250,1225,1962,2248,894,489,0
51,48,269031,106549,24889,4551,7093,5686,1773,2035,0
60,64,21972,12221,2960,2095,9990,9793,3542,4237,0
69,56,752047,63224,1622,7784,9820,11009,11806,5424,0
61,40,307535,132283,11302,8073,10146,7845,6215,2014,0
63,50,25884,2839,3652,3259,3444,9416,4011,6994,0
56,63,435070,45935,25932,2117,5522,5032,818,619,0
4,41,129066,22576,642,791,463,281,473,225,0
3,48,87013,38945,7055,5135,3754,1271,378,484,0
4,37,258912,196176,42621,11391,7490,10900,5331,5398,0
14,53,70501,94537,28475,7581,8514,5243,4172,5785,0
13,43,91145,39832,1977,2805,3142,882,688,797,0
44,74,120831,28394,19541,13103,5959,5182,3124,2499,0
26,61,37756,15836,877,1617,1142,836,786,500,0
47,70,52719,13481,6723,1526,2158,8717,5466,9723,0
40,41,186792,36075,4156,4839,8342,1252,635,367,0
64,44,1151964,161347,39103,9958,11234,11820,10211,17977,0
38,56,443447,41808,7089,8205,3351,1886,1598,876,0
7,48,33583,41403,4269,3689,2367,676,675,449,0
23,67,2962,2633,2008,11204,5312,7880,6760,6340,0
38,77,123143,80788,17426,14616,10048,2942,1202,1148,0
41,80,94524,43001,14648,9156,3417,2265,1544,1831,0
41,81,18720,3070,1924,13493,5008,10208,4327,2406,0
60,74,6054,3691,1095,5216,4531,2897,5135,8284,0
35,48,1076375,416959,57666,21340,22735,13203,6609,10407,0
26,63,141063,34282,13187,3661,4117,2103,1357,2866,0
24,61,334488,16487,9368,4955,3603,7570,1277,1070,0
38,69,87775,41663,10309,12666,7451,16261,8593,7126,0
21,67,32836,17779,6663,1215,1173,717,377,348,0
34,77,276345,55469,24381,20168,10300,6846,5831,4440,0
7,67,111981,25879,7895,1396,1168,601,562,811,0
8,78,39208,16197,7145,2815,2607,2623,1726,822,0
34,75,36883,8029,3260,6123,4336,7325,5008,2249,0
47,60,37824,14941,1042,1105,775,656,596,632,0
50,63,1597681,71938,54188,9130,9329,21227,8940,7715,0
34,56,151192,29562,7207,1106,5284,2160,1843,773,0
53,34,129626,37430,1983,1699,2159,1609,869,918,0
56,34,107266,24318,24576,3671,7368,10331,22124,7001,0
51,41,3971,10461,3799,640,1313,6978,3230,4513,0
47,44,35254,89713,7261,5689,4767,2268,2351,833,0
64,51,28516,45549,27287,15928,16452,10529,3409,5682,0
41,56,181533,40162,2367,2680,4554,2345,4629,1236,0
11,60,68513,33365,7423,4600,2901,480,394,705,0
4,47,133719,26195,3704,1727,1821,1778,2974,1694,0
48,47,1977511,731847,213089,53204,38380,12327,10098,10338,0
40,70,52537,9483,1999,14573,2568,14681,4217,16293,0
27,60,220241,602693,75410,51990,56662,24052,30365,5618,0
29,57,1763094,495681,55999,137605,57059,23204,9426,7733,0
66,81,1344814,724925,128123,116087,37005,55887,31887,20272,0
66,81,996306,228737,222819,161973,143352,155180,21273,26772,0
66,81,659363,74163,18741,13745,11792,9882,1253,928,0
0,0,38,3,1,3,1,2,0,1,0
0,0,160366,5795,917,1650,2394,169,128,89,0
0,0,750080,165798,32448,7771,35092,8163,5513,3112,0
0,0,15881,8566,12995,8646,4415,13940,4981,10141,0
0,0,34509,16049,26055,15441,4939,15476,7090,4450,0
0,0,13687,35893,5866,5852,20611,21701,11619,3262,0
